Chi phí nhân công trong chi phí trực tiếp (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp (tỷ đồng)Chi phí nhân công trong chi phí trực tiếp (tỷ đồng),≤ 1≤ 1≤ 1,1 ÷ ≤ 21 ÷ ≤ 21 ÷ ≤ 2,> 2> 2> 2
Định mức tỷ lệ chi phí chung (%)Định mức tỷ lệ chi phí chung (%)Định mức tỷ lệ chi phí chung (%),707070,656565,606060
