Chi phí trực tiếp (tỷ đồng)Chi phí trực tiếp (tỷ đồng)Chi phí trực tiếp (tỷ đồng),≤ 2≤ 2≤ 2,2 ÷ ≤ 32 ÷ ≤ 32 ÷ ≤ 3,> 3> 3> 3
Định mức tỷ lệ chi phí không xác định được khối lượng từ thiết kế (%)Định mức tỷ lệ chi phí không xác định được khối lượng từ thiết kế (%)Định mức tỷ lệ chi phí không xác định được khối lượng từ thiết kế (%),666,"4,54,54,5",333
