SttSttStt,Nhóm vật liệu*Nhóm vật liệu*Nhóm vật liệu*,"Tên vật liệu, loại vật liệu*Tên vật liệu,Tên vật liệu,  loại vật liệu*loại vật liệu*",Đơn vị tính*Đơn vị tính*Đơn vị tính*,Tiêu chuẩn kỹ thuật*Tiêu chuẩn kỹ thuật*Tiêu chuẩn kỹ thuật*,Quy cáchQuy cáchQuy cách,Nhà sản xuấtNhà sản xuấtNhà sản xuất,Xuất xứXuất xứXuất xứ,Điều kiện thương mạiĐiềuĐiều kiện thương mại kiện thương mại,Vận chuyển*Vận chuyển*Vận chuyển*,Ghi chúGhi chúGhi chú,Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*,Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*,Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*Giá bán (chưa bao gồm thuế giá trị gia tăng) (đồng)*
SttSttStt,Nhóm vật liệu*Nhóm vật liệu*Nhóm vật liệu*,"Tên vật liệu, loại vật liệu*Tên vật liệu,Tên vật liệu,  loại vật liệu*loại vật liệu*",Đơn vị tính*Đơn vị tính*Đơn vị tính*,Tiêu chuẩn kỹ thuật*Tiêu chuẩn kỹ thuật*Tiêu chuẩn kỹ thuật*,Quy cáchQuy cáchQuy cách,Nhà sản xuấtNhà sản xuấtNhà sản xuất,Xuất xứXuất xứXuất xứ,Điều kiện thương mạiĐiềuĐiều kiện thương mại kiện thương mại,Vận chuyển*Vận chuyển*Vận chuyển*,Ghi chúGhi chúGhi chú,Khu vực …KhuKhu  vựcvực  ……,Khu vực …KhuKhu  vựcvực  ……,Khu vực …KhuKhu  vựcvực  ……
[1][1][1],[2][2][2],[3][3][3],[4][4][4],[5][5][5],[6][6][6],[7][7][7],[8][8][8],[9][9][9],[10][10][10],[11][11][11],[12][12][12],[13][13][13],[14][14][14]
