Chi phí chuyên gia (tỷ đồng)Chi phí chuyên gia (tỷ đồng)Chi phí chuyên gia (tỷ đồng),< 1< 1< 1,1 ÷ < 51 ÷ < 51 ÷ < 5,≥ 5≥ 5≥ 5
Chi phí quản lý (tỷ lệ %)Chi phí quản lý (tỷ lệ %)Chi phí quản lý (tỷ lệ %),555555,505050,454545
