"Giá trị quyết toán do chủ đầu tư đề nghị phê duyệt của dự án, dự án thành phần, tiểu dự án, công trình, hạng mục công trình độc lập (tỷ đồng)Giá trGiá trị quyết toị quyết toán do chán do chủ đầu tư đề nghị phủ đầu tư đề nghị phê duyê duyệt của dự ệt của dự án, dán, dự ự án thành án thành phầnphần, tiểu dự , tiểu dự án,án, công trình, h công trình, hạng ạng mụcmục c công trình đông trình độc lập (tỷ đồng)ộc lập (tỷ đồng)",≤ 5≤ 5≤ 5,101010,505050,100100100,500500500,1.0001.0001.000,≥ 10.000≥ 10.000≥ 10.000
"Tỷ lệ định mức chi phí thẩm tra, phê duyệt quyết toán (%)TTỷ lệ định mức chi phỷ lệ định mức chi phí thí thẩm tra, phẩm tra, phê duyê duyệt quyết toệt quyết toán (%)án (%)","0,570,570,57","0,390,390,39","0,2850,2850,285","0,2250,2250,225","0,1350,1350,135","0,090,090,09","0,0480,0480,048"
