Tường,Các mặt đứng còn lại,Mái,,
K,L,M,Các mặt đứng còn lại,Mái
Theo Bảng F.4,Nội suy tuyến tính giữa vùng K và M,"0,8",Theo Bảng F.4,Theo các bảng F.5a và F.5b
