Nhóm chế độ làm việc của cần trục kiểu cầu (cầu trục),Giá trị $f_{u}$ của,,
Nhóm chế độ làm việc của cần trục kiểu cầu (cầu trục),Cột nhà và trụ cầu cạn trong nhà,Trụ cầu cạn ngoài trời,"Dầm đỡ cầu trục và kết cấu hãm, nhà và cầu cạn (cả trong nhà và ngoài trời)"
A1 đến A3,h/500,h/1 500,L/500
A4 đến A6,h/1 000,h/2000,L/1 000
A7 đến A8,h/2000,h/2500,L/2 000
Các ký hiệu trong Bảng G.3:<br>h là chiều cao từ mặt trên của móng đến đỉnh của đường ray cầu trục (đối với nhà 1 tầng và cầu cạn ngoài trời hoặc trong nhà) hoặc khoảng cách từ trục dầm sàn đến đỉnh của đường ray cầu trục (đối với các tầng trên của nhà nhiều tầng);<br>L là nhịp tính toán của cấu kiện (dầm).,,,
