Nhóm chế độ làm việc của cần trục kiểu cầu (cầu trục),Cột nhà và trụ cầu cạn trong nhà,Trụ cầu cạn ngoài trời,"Dầm đỡ cầu trục và kết cấu hãm, nhà và cầu cạn (cả trong nhà và ngoài trời)"
A1 đến A3,h/500,h/1 500,L/500
A4 đến A6,h/1 000,h/2 000,L/1 000
A7 đến A8,h/2 000,h/2 500,L/2 000
