Chủ đầu tư hoặc Bên thuê,"Tên Dự án, địa điểm, quốc gia",Nội dung hợp đồng nhận thầu,Giá trị hợp đồng và ngày ký hợp đồng (quy đổi sang USD),Tỷ lệ % giá trị công việc phải giao thầu phụ,Thời gian thực hiện hợp đồng (từ ..đến...)
1,2,3,4,5,6
,,,,,
,,,,,
,,,,,
,,,,,
