Loại công trình thoát nước,Loại đô thị,,
Loại công trình thoát nước,"Đặc biệt, loại I","Loại II, III, IV",Loại V
"Kênh, mương",10,5,2
Cống chính,5,2,1
Cống nhánh,1,"0,5","0,33"
