Loại ga,"Kiểu bố trí đường đón, tiễn tàu",Chiều dài nền ga (m),Chiều rộng nền ga (m)
1- Ga hành khách,,,
&nbsp;&nbsp;\- Ga cụt,,≥ 1 000,≥ 200
&nbsp;&nbsp;\- Ga thông qua,,≥ 1 400,≥ 100
2- Ga hàng hóa,,≥ 500,≥ 100
3- Ga kỹ thuật,Nối tiếp,≥ 4 000,≥ 200
3- Ga kỹ thuật,Hỗn hợp,≥ 2 700,≥ 250
3- Ga kỹ thuật,Song song,≥ 2 200,≥ 700
4- Ga hỗn hợp,Xếp dọc,≥ 1 500,≥ 50
4- Ga hỗn hợp,Nửa xếp dọc,≥ 1300,≥ 50
4- Ga hỗn hợp,Xếp ngang,≥ 900,≥ 100
