Chiều cao xây dựng công trình trên mặt đất (m),Mật độ xây dựng tối đa (%) theo diện tích lô đất,,,
Chiều cao xây dựng công trình trên mặt đất (m),≤ 3 000 $m^{2}$,10 000 $m^{2}$,18 000 $m^{2}$,≥ 35 000 $m^{2}$
≤16,80,70,68,65
19,80,65,63,60
22,80,62,60,57
25,80,58,56,53
28,80,55,53,50
31,80,53,51,48
34,80,51,49,46
37,80,49,47,44
40,80,48,46,43
43,80,47,45,42
46,80,46,44,41
>46,80,45,43,40
