Đối tượng cần cách ly,Khoảng cách tối thiểu từ đối tượng cần cách ly là,,,
Đối tượng cần cách ly,Khu huyệt mộ nghĩa trang hung táng,Khu huyệt mộ nghĩa trang chôn một lần,Khu huyệt mộ nghĩa trang cát táng,"Nhà, công trình chứa lò hỏa táng và lưu chứa thi hài trước khi hỏa táng"
Công trình nhà ở tại đô thị và điểm dân cư nông thôn tập trung,1 000 m,500 m,100 m,500 m
"Điểm lấy nước phục vụ nhu cầu sinh hoạt của đô thị, điểm dân cư nông thôn tập trung",1 500 m,1 000 m,-,
"Đường sắt, Quốc lộ, Tỉnh lộ",200 m,-,,
"Sông, hồ (bao gồm sông, hồ không dùng cho mục đích cấp nước sinh hoạt)",300 m,100 m,-,
